station,lon,lat
PCD,-89.8651,37.8667
POF,-90.3249,36.7739
DMO,-93.1759,38.7074
SIK,-89.5577,36.9027
SGF,-93.3897,37.2397
SET,-90.43,38.93
STJ,-94.9097,39.7719
STL,-90.3734,38.7524
SUS,-90.6558,38.6572
VIH,-91.77,38.13
RCM,-93.8029,38.7842
RAW,-93.3454,38.3469
FYG,-90.9938,38.5876
UNO,-91.9027,36.8784
SZL,-93.548,38.7303
M40,-88.4897,33.8738
PMU,-89.8929,34.3635
HSA,-89.4546,30.3678
01M,-88.2011,34.4917
1R7,-90.4093,31.6058
CKM,-90.5123,34.2997
RNV,-90.7579,33.7611
0R0,-89.8128,31.297
CBM,-88.4438,33.6438
CRX,-88.6035,34.915
GTR,-88.5914,33.4503
GLH,-90.9856,33.4829
GWO,-90.0847,33.4943
GNF,-89.7982,33.8325
GPT,-89.0701,30.4073
HBG,-89.2529,31.2649
IDL,-90.6789,33.4857
MYT,-89.615,28.2206
15M,-88.1659,34.7723
HKS,-90.2225,32.3348
JAN,-90.08,32.32
BIX,-88.9244,30.4104
LUL,-89.1728,31.673
MBO,-90.1014,32.4384
MIS,-88.842,29.296
MCB,-90.47,31.18
MEI,-88.7511,32.3348
NMM,-88.5556,32.5521
NJW,-88.8317,32.7962
IKT,-88.2889,28.5208
HEZ,-91.2973,31.6137
OLV,-89.7869,34.9788
UOX,-89.5368,34.3843
PQL,-88.5319,30.4636
MJD,-89.6512,30.4875
PIB,-89.3371,31.4671
M16,-90.4105,32.3045
JVW,-90.4105,32.3045
STF,-88.8486,33.4331
UTA,-90.3467,34.6811
TUP,-88.7711,34.2608
VKS,-90.9282,32.2391
DLP,-89.5472,29.1214
5A6,-89.7302,33.465
ASJ,-77.17,36.3
VUJ,-80.1508,35.4167
RHP,-83.863,35.1952
HBI,-79.8948,35.6545
GEV,-81.42,36.43
AVL,-82.5375,35.4319
NJM,-77.0294,34.694
BUY,-79.4749,36.0485
CLT,-80.9543,35.2226
NKT,-76.88,34.9
CTZ,-78.3644,34.9756
CPC,-78.7146,34.2753
JQF,-80.7091,35.3878
ONX,-76.0154,36.3999
2DP,-75.9,35.6667
EDE,-76.5671,36.0277
ECG,-76.1716,36.2577
EYF,-78.58,34.6
7W6,-75.9552,35.5624
HRJ,-78.7336,35.3786
FAY,-78.8803,34.9912
FBG,-78.9367,35.1318
1A5,-83.42,35.22
AKH,-81.1558,35.1967
GWW,-77.9649,35.4606
GSO,-79.9436,36.0975
HSE,-75.6225,35.2322
HNZ,-78.53,36.36
HKY,-81.3896,35.7412
OAJ,-77.6121,34.8292
NR02,-79.9956,35.2378
DPL,-77.98,35.0
FFA,-75.67,36.02
ISO,-77.61,35.33
MEB,-79.3658,34.7919
EXX,-80.3038,35.7811
IPJ,-81.1612,35.4833
LHZ,-78.3303,36.0233
LBT,-79.06,34.61
HFF,-79.4974,35.0367
MQI,-75.6955,35.919
EQY,-80.6206,35.0169
MRN,-81.61,35.82
MWK,-80.55,36.46
EWN,-77.0472,35.0675
NCA,-77.4397,34.7084
UKF,-81.0983,36.2228
NBT,-76.4625,35.0222
PGV,-77.3853,35.6352
POB,-79.0145,35.1709
RDU,-78.7819,35.8922
SIF,-79.851,36.4372
IXA,-77.6352,36.3298
RZZ,-77.71,36.44
RCZ,-79.76,34.89
RWI,-77.8919,35.8562
RUQ,-80.5203,35.6459
TDF,-78.9842,36.2849
FQD,-81.9351,35.4282
TTA,-79.1,35.58
GSB,-77.9606,35.3394
EHO,-81.6011,35.2556
SCR,-79.5043,35.7043
5W8,-79.504,35.7045
JNX,-78.3903,35.5409
MRH,-76.6606,34.7336
SOP,-79.3911,35.2372
SUT,-78.0747,33.9292
SVH,-80.9539,35.765
24A,-83.2071,35.3159
ETC,-77.5465,35.9373
AFP,-80.0771,35.0206
OCW,-77.05,35.57
TNB,-81.65,36.2
IGX,-79.0642,35.9333
ILM,-77.9,34.27
INT,-80.222,36.1337
20U,-103.9821,46.9252
BIS,-100.7458,46.7727
BWW,-103.3007,46.1655
BPP,-103.4281,46.187
9D7,-99.2364,48.48
46D,-99.1513,47.4511
2C8,-97.632,48.7837
D50,-103.2973,48.9285
DVL,-98.9083,48.1146
DIK,-102.8019,46.7973
FAR,-96.8111,46.9253
N60,-101.4394,47.6458
D57,-101.8602,46.8128
GAF,-97.3709,48.4047
GFK,-97.1761,47.9492
RDR,-97.4012,47.9611
GWR,-97.6435,46.2187
5H4,-99.9318,47.7912
HZE,-101.581,47.2899
HEI,-102.656,46.0149
JMS,-98.68,46.93
D55,-98.3937,48.7531
P67,-97.15,46.1
7L2,-100.2456,46.2206
Y19,-100.8944,46.768
MIB,-101.358,48.4158
MOT,-101.2803,48.2594
2D5,-98.0799,46.1731
S32,-98.1059,47.4228
06D,-99.6208,48.8844
RUG,-100.0243,48.3904
08D,-102.4064,48.3008
D60,-102.8974,48.3803
BAC,-98.018,46.9412
BWP,-96.6074,46.2441
96D,-97.9028,48.9406
S25,-103.2552,47.7966
ISN,-103.6366,48.1738
XWA,-103.7505,48.2597
ANW,-99.993,42.5792
BVN,-98.0558,41.7286
AIA,-102.8,42.0572
AUH,-97.9946,40.8941
BIE,-96.7541,40.3013
BTA,-96.109,41.4148
BBW,-99.6385,41.4366
CDR,-103.0954,42.8376
OLU,-97.3426,41.448
CZD,-100.0042,40.8696
FNB,-95.592,40.0788
FET,-96.52,41.45
GRN,-102.1753,42.806
GRI,-98.3096,40.9675
1HW,-102.8289,41.3251
1CW,-103.6706,41.59
HSI,-98.4279,40.6052
HJH,-97.587,40.1522
HDE,-99.3365,40.4521
IML,-101.6202,40.5103
EAR,-99.0068,40.727
IBM,-103.6774,41.1881
LXN,-99.7759,40.7904
LNK,-96.7647,40.8478
1BW,-103.995,41.5118
MCK,-100.5921,40.2063
MLE,-96.112,41.196
AFK,-95.8657,40.6069
OFK,-97.4351,41.9855
LBF,-100.669,41.1219
OFF,-95.9125,41.1183
OGA,-101.7697,41.1195
OMA,-95.8992,41.3103
ONL,-98.6881,42.4697
ODX,-98.9517,41.6236
PMV,-95.9179,40.9502
BFF,-103.5956,41.874
SNY,-102.9847,41.1014
TQE,-96.1779,41.7635
TIF,-100.569,41.9622
VTN,-100.5489,42.8567
AHQ,-96.5946,41.2406
LCG,-96.9814,42.2419
JYR,-97.6228,40.8968
BML,-71.1786,44.5761
CON,-71.5011,43.1953
AFN,-72.003,42.8051
EEN,-72.27,42.9
LCI,-71.4215,43.5735
LEB,-72.3042,43.6261
MHT,-71.4358,42.9328
MWN,-71.3035,44.2708
ASH,-71.5148,42.7818
PSM,-70.8233,43.0779
1P1,-71.7537,43.7792
DAW,-70.92,43.28
HIE,-71.5522,44.3659
12N,-74.7367,41.0089
ACY,-74.5772,39.4576
BLM,-74.13,40.18
CDW,-74.2831,40.8764
NEL,-74.3536,40.0334
LDJ,-74.2446,40.6174
WRI,-74.5917,40.0156
MIV,-75.0783,39.3661
MMU,-74.4149,40.7994
EWR,-74.1693,40.6827
SMQ,-74.6694,40.6239
VAY,-74.8457,39.9429
FWN,-74.623,41.2002
TEB,-74.0562,40.859
MJX,-74.2924,39.9275
TTN,-74.8159,40.2768
WWD,-74.9083,39.0085
ALB,-73.8036,42.7576
GVQ,-78.1675,43.0317
BGM,-75.9797,42.2086
HWV,-72.8689,40.8217
BUF,-78.7358,42.9408
IUA,-77.3252,42.9089
N03,-76.2174,42.5929
DSV,-77.713,42.5709
DKK,-79.272,42.4933
JPX,-72.2517,40.9594
HTO,-72.25,40.96
ELM,-76.8994,42.1571
FRG,-73.4134,40.7288
GTB,-75.7195,44.0556
GFL,-73.6103,43.3412
RME,-75.3953,43.2239
VGC,-75.5612,42.8434
ISP,-73.1017,40.7939
ITH,-76.4584,42.491
JHW,-79.258,42.1534
NY0,-74.3296,42.9982
JRB,-74.009,40.7012
MSS,-74.8456,44.9358
MTP,-71.9233,41.0731
MSV,-74.795,41.7016
SWF,-74.1048,41.5041
NYC,-73.9692,40.779
JFK,-73.7622,40.6386
LGA,-73.8803,40.7794
IAG,-78.9462,43.1073
OIC,-75.5241,42.5666
OGS,-75.4655,44.6819
OLE,-78.3714,42.2412
MGJ,-74.265,41.5092
FZY,-76.3831,43.3504
PEO,-77.0529,42.6371
PBG,-73.4624,44.6382
PLB,-73.5245,44.6875
PTD,-74.9469,44.6757
POU,-73.8842,41.6266
ROC,-77.6767,43.1167
SLK,-74.2062,44.3853
SCH,-73.93,42.85
6B9,-76.4408,42.914
XNT,-78.6581,42.5084
SYR,-76.1063,43.1112
UCA,-75.3839,43.1451
ART,-76.0262,43.9888
ELZ,-77.99,42.11
FOK,-72.6318,40.8436
HPN,-73.7075,41.0669
SDC,-77.1195,43.2346
AKR,-81.4669,41.0375
CAK,-81.4422,40.9161
UNI,-82.2293,39.2119
HZY,-80.6955,41.778
I69,-84.2102,39.0784
EDJ,-83.8192,40.3723
TZR,-83.1369,39.9012
CDI,-81.5776,39.975
RZT,-83.0231,39.4404
LUK,-84.4186,39.1033
CLE,-81.8528,41.405
BKL,-81.6833,41.5175
CGF,-81.4864,41.5651
CMH,-82.8808,39.9914
OSU,-83.08,40.08
MGY,-84.2249,39.589
DAY,-84.2186,39.9061
I19,-83.992,39.691
DFI,-84.4288,41.3375
DLZ,-83.1148,40.2797
FDY,-83.6686,41.0136
HAO,-84.5219,39.3638
I67,-84.7743,39.2589
I43,-82.5778,38.9814
LHQ,-82.6571,39.7556
I68,-84.2532,39.4664
AOH,-84.0267,40.7069
UYF,-83.462,39.9327
LPR,-82.1794,41.3461
MFD,-82.52,40.82
MNN,-83.0635,40.6162
MRT,-83.3516,40.2247
MWO,-84.3953,39.531
4I3,-82.5261,40.3289
VTA,-82.4618,40.0247
PHD,-81.4236,40.4719
OWX,-83.982,41.0356
OXD,-84.7844,39.5022
PCW,-82.8687,41.5163
PMH,-82.8473,38.8405
29G,-81.2516,41.2102
POV,-81.2516,41.2102
LCK,-82.9278,39.8138
SGH,-83.8402,39.8403
TDZ,-83.4764,41.5631
TOL,-83.8014,41.5886
I74,-83.7534,40.1326
VNW,-84.613,40.8633
VES,-84.5319,40.2044
AXV,-84.2989,40.4934
I23,-83.4205,39.5704
USE,-84.1272,41.6101
LNN,-81.3898,41.684
ILN,-83.8217,39.4203
BJJ,-81.8882,40.8748
FFO,-84.0483,39.8261
YNG,-80.6739,41.2544
ZZV,-81.8921,39.9444
ADH,-96.6712,34.8043
AXS,-99.3385,34.6988
LTS,-99.2667,34.6671
AVK,-98.67,36.7732
1F0,-97.1226,34.147
ADM,-97.0195,34.3032
AQR,-96.15,34.4
BVO,-96.0112,36.7625
BKN,-97.3496,36.7451
CQB,-96.8203,35.7238
CHK,-97.9677,35.0974
GCM,-95.48,36.29
CLK,-98.9327,35.5383
CSM,-99.2005,35.3398
CUH,-96.7731,35.9499
DUA,-96.3945,33.9423
ELK,-99.3943,35.4308
RQO,-98.0058,35.4727
WDG,-97.7911,36.3792
FSI,-98.4033,34.6449
FDR,-98.9839,34.3521
GAG,-99.7764,36.2955
GMJ,-94.7386,36.6068
GOK,-97.4156,35.8498
GUY,-101.5053,36.6817
DUC,-97.96,34.47
HBR,-99.0514,34.9913
HHW,-95.5419,34.0348
4O4,-94.8594,33.9094
LAW,-98.4166,34.5677
MLC,-95.7831,34.8822
MIO,-94.8875,36.9092
MKO,-95.3614,35.6567
OUN,-97.4708,35.2435
RCE,-97.8236,35.4881
OKC,-97.6006,35.3889
HSD,-97.7092,35.6019
PWA,-97.6471,35.5342
OKM,-95.95,35.67
PVJ,-97.2231,34.7108
PNC,-97.1,36.73
H71,-95.3301,36.2254
RKR,-94.62,35.02
JSV,-94.8028,35.4381
OWP,-96.1518,36.1753
SRE,-96.6752,35.2747
SNL,-96.9428,35.3573
GZL,-95.0939,35.2891
SWO,-97.0857,36.1612
TQH,-95.0,35.93
TIK,-97.3866,35.4147
TUL,-95.8881,36.1984
RVS,-95.9846,36.0396
END,-97.9165,36.3392
JWG,-98.4208,35.8647
OJA,-98.6685,35.5448
WWR,-99.5227,36.438
XLL,-75.4883,40.5703
JVU,-75.4883,40.5703
ABE,-75.4492,40.6508
AOO,-78.32,40.2964
BVI,-80.3914,40.7725
HMZ,-78.5122,40.0853
BFD,-78.6401,41.8031
BTP,-79.9497,40.7769
FIG,-78.4117,41.0467
MQS,-75.8655,39.979
VVS,-79.6575,39.9581
DYL,-75.1223,40.333
DUJ,-78.9,41.18
ERI,-80.18,42.08
RYT,-77.43,39.734
FKL,-79.8604,41.3779
CXY,-76.8515,40.2171
HZL,-75.9949,40.9868
IDI,-79.1055,40.6322
JST,-78.8339,40.3161
LNS,-76.2944,40.1203
LBE,-79.4048,40.2759
22N,-75.7615,40.8095
XIF,-77.43,39.729
GKJ,-80.2147,41.6265
MDT,-76.7633,40.1936
MPO,-75.3794,41.1389
MUI,-76.5693,40.4348
UCP,-80.4134,41.0253
CKZ,-75.2905,40.3892
PHL,-75.2311,39.8683
PNE,-75.0134,40.0789
LOM,-75.2651,40.1376
PSB,-78.0873,40.8844
AGC,-79.9217,40.3547
PIT,-80.2329,40.4915
PTW,-75.5572,40.2383
UKT,-75.3819,40.4352
RDG,-75.9652,40.3785
RVL,-77.6268,40.6774
SEG,-76.8639,40.8206
2G9,-79.015,40.0389
UNV,-77.85,40.85
OYM,-78.5026,41.4125
THV,-76.873,39.917
AFJ,-80.2902,40.1365
N38,-77.3965,41.7279
OQN,-75.5803,39.9889
AVP,-75.7227,41.3335
IPT,-76.9217,41.2433
NXX,-75.15,40.2
PJC,-80.1624,40.8009
BID,-71.58,41.17
UUU,-71.2815,41.5324
OQU,-71.4121,41.5971
SFZ,-71.4914,41.9208
PVD,-71.4325,41.7219
WST,-71.7989,41.3497
AIK,-81.685,33.6494
AQX,-81.2703,32.9951
AND,-82.7094,34.4946
BNL,-81.3883,33.2578
ARW,-80.6344,32.4122
NBC,-80.7232,32.4774
BBP,-79.7344,34.6217
CDN,-80.5649,34.2836
CHS,-80.0405,32.8986
JZI,-80.0029,32.7009
CQW,-79.957,34.7129
DCM,-81.1958,34.7893
CEU,-82.8868,34.6719
CAE,-81.1181,33.9419
CUB,-80.9938,33.972
HYW,-79.1222,33.8285
UDG,-79.89,34.45
FLO,-79.7239,34.1854
GGE,-79.3196,33.3117
GYH,-82.3764,34.7583
GMU,-82.3461,34.8461
GSP,-82.2239,34.8847
GRD,-82.16,34.25
HVS,-80.1192,34.4031
HXD,-80.6975,32.2244
CKI,-79.857,33.7172
LKR,-80.8544,34.723
LUX,-81.9472,34.5071
MNI,-80.2087,33.5871
MAO,-79.3347,34.1812
MMT,-80.8,33.92
MKS,-80.0362,33.1855
LRO,-79.7829,32.8978
MYR,-78.93,33.68
EOE,-81.6397,34.3093
XNO,-81.0701,33.6117
CRE,-78.7239,33.8118
OGB,-80.8595,33.4568
LQK,-82.7029,34.81
UZA,-81.0572,34.9878
SSC,-80.47,33.97
SPA,-81.9565,34.9157
DYB,-80.2793,33.0634
SMS,-80.3613,33.995
35A,-81.6412,34.687
RBW,-80.6406,32.921
FDW,-81.1088,34.3155
ABR,-98.42,45.45
EFC,-103.862,44.7342
BRA,-96.85,44.6833
BTN,-97.7428,45.815
BKX,-96.8169,44.3048
2WX,-103.5464,45.6044
9V9,-99.3183,43.7667
CUT,-103.6114,43.7331
RCA,-103.1036,44.1451
D07,-102.02,45.03
HON,-98.2286,44.3852
Y22,-102.1667,45.9167
LEM,-102.1062,45.9187
MDS,-97.0859,44.016
MHE,-98.0386,43.7748
MBG,-100.4078,45.5464
PHP,-101.6,44.05
PIR,-100.286,44.3827
IEN,-102.511,43.0225
RAP,-103.0574,44.0453
FSD,-96.7536,43.5769
8D3,-96.9914,45.6689
SPF,-103.783,44.4803
ATY,-97.1547,44.914
SFD,-99.8421,43.3902
ICR,-99.8422,43.3903
YKN,-97.3859,42.9167
MMI,-84.5626,35.3973
M08,-89.0434,35.2145
TRI,-82.4074,36.4752
CHA,-85.2038,35.0353
CKV,-87.415,36.6219
RZR,-84.7998,35.2115
MRC,-87.1791,35.5544
M04,-89.5872,35.5834
CSV,-85.085,35.9513
2A0,-84.9322,35.4817
M02,-87.4298,36.1279
DYR,-89.4066,35.998
0A9,-82.1734,36.3712
UCY,-88.9857,36.3797
FYM,-86.564,35.0597
M33,-86.4088,36.3768
GCY,-82.811,36.196
HZD,-88.4654,36.089
JAU,-84.163,36.3341
MKL,-88.9167,35.5931
JWN,-86.8867,36.1824
DKX,-83.8737,35.9638
TYS,-83.9858,35.8181
2M2,-87.2579,35.2343
M54,-86.3157,36.1904
PVE,-88.1954,35.6564
LUG,-86.803,35.5136
8A3,-85.3116,36.4121
MNV,-84.3804,35.5452
RNC,-85.8438,35.6987
MEM,-89.985,35.0611
NQA,-89.8703,35.3567
MOR,-83.3754,36.1794
MBT,-86.3775,35.8775
BNA,-86.6892,36.1189
OQT,-84.2336,36.023
SCX,-84.5858,36.4557
PHT,-88.3844,36.3359
1M5,-86.4769,36.5929
GZS,-87.0568,35.1537
RKW,-84.6897,35.9223
SNH,-88.2167,35.1703
GKT,-83.5287,35.8578
SYI,-86.4425,35.5594
SZY,-88.4984,35.2029
MQY,-86.5201,36.009
FYE,-89.3929,35.2061
SRB,-85.5307,36.0559
M91,-86.9189,36.5363
XNX,-86.4084,36.3751
THA,-86.2467,35.38
BGF,-86.0662,35.1775
ABI,-99.6821,32.4106
GYF,-94.898,26.129
ALI,-98.0269,27.7409
E38,-103.684,30.384
AMA,-101.7059,35.2194
E11,-102.5295,32.3311
LBX,-95.4621,29.1086
GKY,-97.0943,32.6639
F44,-95.8284,32.1638
ATA,-94.1953,33.1018
EDC,-97.5621,30.3926
ATT,-97.7601,30.3208
AUS,-97.6699,30.1945
BSM,-97.6699,30.1945
BYY,-95.8634,28.9732
BMT,-94.2151,30.0702
BPT,-94.0261,29.9521
BEA,-97.791,28.3619
E41,-101.4725,31.1989
BPG,-101.5216,32.2126
F00,-96.1793,33.6131
VAF,-94.6253,27.3536
BGD,-101.3937,35.7009
0F2,-97.7756,33.6017
BBD,-99.3239,31.1793
CFD,-96.3314,30.7157
BBF,-96.014,27.833
BQX,-95.7244,28.4936
BKD,-98.891,32.719
11R,-96.3742,30.2189
XBP,-97.8284,33.1753
BRO,-97.4231,25.9146
BWD,-98.9565,31.7936
BMQ,-98.2386,30.7389
RWV,-96.7041,30.5155
T35,-96.9711,30.8794
HHF,-100.404,35.895
CZT,-99.8236,28.5222
FTN,-100.0188,28.2086
4F2,-94.2988,32.176
T89,-98.8509,29.3419
CVB,-98.8509,29.3419
F17,-94.1564,31.8316
CDS,-100.2881,34.4339
GZN,-99.0237,32.3658
LBR,-95.0636,33.5932
CPT,-97.4338,32.3538
6R3,-95.008,30.3564
COM,-99.4036,31.8411
CLL,-96.3639,30.5881
66R,-96.5158,29.6411
MKN,-98.6,31.92
CXO,-95.4145,30.3524
NGW,-97.4388,27.7024
CRP,-97.5128,27.7731
NGP,-97.2911,27.6926
CRS,-96.4,32.03
COT,-99.2183,28.4567
DKR,-95.4038,31.307
DHT,-102.5473,36.0226
ADS,-96.8364,32.9686
DFW,-97.038,32.8968
DAL,-96.8518,32.8471
RBD,-96.87,32.68
LUD,-97.5805,33.2542
DRT,-100.9272,29.3742
DTO,-97.2006,33.205
FWS,-97.3033,32.573
6R6,-102.2129,30.046
DUX,-102.013,35.858
DYS,-99.855,32.421
ELA,-96.3219,29.6006
EMK,-94.3228,27.8186
ETN,-98.8098,32.4135
EBG,-98.1222,26.4417
ELP,-106.3758,31.8111
BKS,-98.1211,27.2067
BIF,-106.38,31.8495
GRK,-97.83,31.07
FST,-102.9167,30.9119
AFW,-97.3179,32.9716
FTW,-97.3624,32.8198
NFW,-97.4365,32.781
T82,-98.9092,30.2432
HLR,-97.7145,31.1387
GLE,-97.1969,33.6514
GVX,-94.9767,28.5767
GLS,-94.8604,29.2653
GOP,-97.797,31.4213
GTU,-97.6767,30.6808
8T6,-98.1165,28.3628
GYB,-96.98,30.17
JXI,-94.95,32.7
T20,-97.4614,29.528
RPH,-98.555,33.11
GDJ,-97.8169,32.4444
GPM,-97.0469,32.6988
GVT,-96.0653,33.0678
GDP,-104.8098,31.8331
GUL,-93.5383,27.3039
MNZ,-98.1486,31.6659
HRL,-97.6544,26.2285
LHB,-96.62,30.87
HBV,-98.7369,27.3496
RFI,-94.8517,32.1417
F12,-94.8517,32.1417
HRX,-102.3264,34.8578
HQI,-93.6708,27.962
INJ,-97.0972,32.0836
HDO,-99.1742,29.3594
HHV,-94.6886,26.9392
DZB,-98.3588,30.5271
MCJ,-95.395,29.714
DWH,-95.5562,30.068
EFD,-95.1588,29.6073
TME,-95.8979,29.805
SGR,-95.6565,29.6222
IAH,-95.3414,29.9844
AXH,-95.4769,29.5061
HOU,-95.2824,29.6375
UTS,-95.5872,30.7469
TFP,-97.2115,27.913
JSO,-95.22,31.87
JAS,-94.0349,30.8857
JCT,-99.7664,30.5108
SKF,-98.5811,29.3842
2R9,-97.8656,28.825
ERV,-99.0855,29.9767
CWC,-98.4904,33.8578
ILE,-97.6865,31.0858
IKG,-98.0309,27.5509
NQI,-97.8097,27.5072
RYW,-97.9659,30.4967
3T5,-96.95,29.91
2F5,-101.9018,32.7479
LUV,-101.9202,32.7563
LZZ,-98.1959,31.1062
LNC,-96.719,32.5792
LRD,-99.4615,27.5438
T70,-100.481,29.126
DLF,-100.778,29.3595
LLN,-102.3725,33.5525
T78,-94.6986,30.0778
AQO,-98.6619,30.7836
GGG,-94.7115,32.384
LBB,-101.8228,33.6636
LFK,-94.75,31.234
MRF,-104.02,30.37
ASL,-94.3078,32.5205
5T9,-100.5135,28.8571
MFE,-98.2386,26.1758
PWG,-97.3165,31.4849
TKI,-96.59,33.18
NMT,-98.7242,28.2361
HQZ,-96.5304,32.747
LXY,-96.5145,31.6412
MDD,-102.101,32.0365
MAF,-102.2075,31.9466
JWY,-96.9125,32.4561
JDD,-95.4965,32.7422
MWL,-98.0602,32.7816
OSA,-94.9614,33.0956
MIU,-96.7367,27.2917
MZG,-96.1911,27.7269
OCH,-94.7094,31.5778
BAZ,-98.045,29.709
OPM,-96.94,26.8328
ODO,-102.3867,31.9206
ORG,-93.8036,30.0692
NOG,-98.0517,27.9011
OZA,-101.203,30.7353
PSX,-96.25,28.73
PSN,-95.7063,31.7797
BPC,-101.0301,35.8893
PPA,-100.9962,35.613
PRX,-95.4508,33.6366
LVJ,-95.2417,29.5189
PEQ,-103.51,31.38
PYX,-100.75,36.414
25T,-94.68,26.93
PVW,-101.7173,34.1682
PEZ,-98.52,28.9542
RAS,-97.09,27.81
PIL,-97.3378,26.1597
PKV,-96.681,28.654
T77,-104.3616,29.6341
PRS,-104.3615,29.6342
RND,-98.28,29.53
6P9,-98.5948,32.4317
RBO,-97.6905,27.7785
RKP,-97.0464,28.0836
ECU,-100.1738,29.9469
F46,-96.4355,32.9306
RPE,-93.95,29.7
SJT,-100.495,31.3517
5C1,-98.6946,29.7239
SAT,-98.4698,29.5337
SSF,-98.471,29.337
HYI,-97.863,29.8928
81R,-98.717,31.2352
SEQ,-97.9083,29.5658
GNC,-102.6527,32.6753
SHP,-98.4833,33.9667
F39,-96.6667,33.7167
GYI,-96.6737,33.7141
T69,-97.5425,28.0386
SNK,-100.9505,32.6934
SOA,-100.6486,30.5857
SPL,-97.1572,26.0706
E42,-101.1945,36.221
SEP,-98.1777,32.2153
SLR,-95.62,33.16
SWW,-100.4666,32.4674
T74,-97.4432,30.5726
TPL,-97.4078,31.1525
TRL,-96.27,32.71
TYR,-95.4024,32.3541
UVA,-99.7436,29.2113
VHN,-104.7838,31.0578
F05,-99.2838,34.2257
VCT,-96.9303,28.8614
CNW,-97.0741,31.6378
ACT,-97.2283,31.618
TXW,-97.9731,26.1775
T65,-97.9731,26.1776
CRH,-93.3016,28.9086
ARM,-96.1544,29.2543
SPS,-98.4928,33.9786
INK,-103.2,31.78
APY,-99.2489,26.9688
VKY,-88.441,29.248
VJI,-82.0333,36.6871
BKT,-77.9575,37.0742
VBW,-78.9603,38.3667
0V4,-79.0164,37.1417
7W4,-77.7459,37.9658
CHO,-78.4529,38.1386
CXE,-78.5016,36.7883
CPK,-76.3207,36.6656
FCI,-77.5248,37.4064
W63,-78.5601,36.5958
W81,-78.0983,37.181
CJR,-77.8589,38.5267
DAN,-79.3361,36.5729
PSK,-80.6785,37.1374
EMV,-77.4828,36.6869
FVX,-78.4378,37.3575
NFE,-76.1356,36.695
DAA,-77.181,38.715
FAF,-76.6088,37.1325
FKN,-76.9038,36.6981
FRR,-78.2535,38.9175
GVE,-78.1658,38.156
HLX,-80.8236,36.7661
HSP,-79.8339,37.9514
0VG,-83.2178,36.6541
W31,-78.185,36.9601
LFI,-76.3605,37.0828
LVL,-77.7943,36.7728
JYO,-77.5575,39.078
LKU,-77.97,38.01
W45,-78.5006,38.6671
LUA,-78.5006,38.6671
LYH,-79.2067,37.3208
HEF,-77.5154,38.7214
MKJ,-81.3499,36.8949
MTV,-80.0133,36.6272
MFV,-75.7611,37.6469
8W2,-78.7081,38.6557
PHF,-76.493,37.1319
PVG,-76.4488,36.7801
ORF,-76.1922,36.9033
NGU,-76.2893,36.9375
NTU,-76.0335,36.8207
OMH,-78.0456,38.2472
PTB,-77.5074,37.1838
NYG,-77.3053,38.5017
W96,-77.1255,37.5032
JFZ,-81.7983,37.0638
6V3,-81.7981,37.0636
OFP,-77.4366,37.7089
RIC,-77.3234,37.5115
ROA,-79.9737,37.3172
W75,-76.4467,37.6024
EZF,-77.4494,38.2662
W78,-78.848,36.71
AVC,-78.0545,36.6883
RMN,-77.4555,38.3981
SHD,-78.8964,38.2638
SFQ,-76.6019,36.6824
TGI,-75.9978,37.8251
XSA,-76.8941,37.8596
BCB,-80.4078,37.2076
AKQ,-77.0072,36.9839
WAL,-75.4631,37.9406
HWY,-77.7106,38.5863
IAD,-77.4473,38.9348
DCA,-77.0346,38.8472
W13,-78.9444,38.0769
FYJ,-76.7647,37.5211
JGG,-76.7161,37.2392
OKV,-78.1444,39.1435
LNP,-82.53,36.9875
MPV,-72.5623,44.2035
DDH,-73.2486,42.8935
BTV,-73.15,44.47
FSO,-73.0975,44.9403
CDA,-72.018,44.5691
6B0,-73.0955,43.9855
MVL,-72.614,44.5346
EFK,-72.2292,44.8888
RUT,-72.95,43.53
VSF,-72.5173,43.3436
1V4,-72.02,44.42
AIG,-89.1107,45.1542
ATW,-88.5191,44.2581
ASX,-90.9189,46.5487
GRB,-88.1367,44.4794
BCK,-90.8553,44.2507
OVS,-90.6775,43.1561
BUU,-88.3046,42.6907
Y23,-91.6381,45.3106
CLI,-88.7314,44.6139
UBE,-91.9811,45.506
DLL,-89.771,43.522
EGV,-89.2683,45.9323
57C,-88.3726,42.7972
EAU,-91.4843,44.8658
3D2,-87.1881,45.1357
FLD,-88.4884,43.7712
HYR,-91.4442,46.0253
JVL,-89.0416,42.6202
UNU,-88.7038,43.4265
ENW,-87.9381,42.595
LSE,-91.25,43.88
RCX,-91.0005,45.4968
LNL,-89.2121,46.154
4R5,-90.7587,46.7887
82C,-90.1377,43.8387
LNR,-90.1798,43.2119
MSN,-89.3453,43.1406
MTW,-87.6806,44.1288
D25,-89.8822,46.1202
MFI,-90.1893,44.6369
MDZ,-90.3033,45.1008
LUM,-91.8678,44.8923
RRL,-89.7129,45.1989
C29,-89.5315,43.1143
MKE,-87.8967,42.9472
MWC,-88.0344,43.1104
MRJ,-90.2362,42.8868
ARV,-89.7309,45.9279
EFT,-89.5904,42.6149
CWA,-89.6668,44.7776
RNH,-92.5381,45.1483
OCQ,-87.9096,44.8742
OEO,-92.69,45.3086
OSH,-88.557,43.9844
PBH,-90.4025,45.7089
